"title","keyword" 
"Complexity Results for the Optimum Cost Chromatic Partition Problem","posuere"
"Personal Name Matching: New Test Collections and a Social Network based Approach.","sapien"
"Personal Name Matching: New Test Collections and a Social Network based Approach.","non"
"Personal Name Matching: New Test Collections and a Social Network based Approach.","Sed"
"Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making","vitae"
"Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making","tincidunt,"
"Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making","Sed"
"On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems","non"
"On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems","non"
"Structured Quasi-Newton Methods for Optimization Problems in Hilbert Space","tincidunt"
"Computation of PODs for Fluid Flows with Lanczos Methods","tincidunt"
"Computation of PODs for Fluid Flows with Lanczos Methods","velit"
"Computation of PODs for Fluid Flows with Lanczos Methods","Sed"
"Unambiguity of SMGL Content Models - Pushdown Automata Revisited","posuere"
"Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem","vestibulum"
"Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem","tincidunt,"
"Ordered Binary Decision Diagrams in Electronic Design Automation","non"
"Ordered Binary Decision Diagrams in Electronic Design Automation","tincidunt,"
"Ordered Binary Decision Diagrams in Electronic Design Automation","diam"
"Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems","tincidunt"
"Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems","vestibulum"
"Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems","tincidunt,"
"Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.","tincidunt,"
"Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.","tincidunt,"
"Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.","diam"
"On the Numerical Simulation of Bingham Fluid Flows Using Prox-Regularization","vitae"
"Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen","tincidunt"
"Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen","non"
"Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering","velit"
"Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering","vestibulum"
"Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering","velit"
"Customer Motion in Queueing Models: The Use of Tangent Vector Fields","posuere"
"External Tangents and Closedness of Cone + Subspace","Sed"
"Block-Restricted Reordering - Extended Experiments","Sed"
"Block-Restricted Reordering - Extended Experiments","tincidunt,"
"Block-Restricted Reordering - Extended Experiments","non"
"On Graph Models for Communicating Mobiles in Access Areas","sapien"
"On Graph Models for Communicating Mobiles in Access Areas","posuere"
"On Graph Models for Communicating Mobiles in Access Areas","posuere"
"On the Reconstruction of Binary Images from Their Discrete Radon Transforms","vitae"
"On the Reconstruction of Binary Images from Their Discrete Radon Transforms","tincidunt,"
"On the Complexity of some Basic Problems in Computational Convexity: 1. Containment Problems","posuere"
"Linearly Constrained Global Minimization of Functions with Concave Minorants","sapien"
"Stochastic Simulation of Markov Modulated Finite-Source Queues","posuere"
"Complexity Classes with Finite Acceptance Types","tincidunt"
"Complexity Classes with Finite Acceptance Types","tincidunt"
"Complexity Classes with Finite Acceptance Types","Sed"
"WWW.BDD-PORTAL.ORG: An Experimentation Platform for Binary Decision Diagram Algorithms","velit"
"Neue Ergebnisse für BMAPs und räumliche Warteschlangen","diam"
"Stochastic Modeling of Server Capacity Utilization by Geometric Sums","diam"
"Stochastic Modeling of Server Capacity Utilization by Geometric Sums","tincidunt,"
"Stochastic Modeling of Server Capacity Utilization by Geometric Sums","tincidunt"
"tele-TASK - Teleteaching praxistauglich für den Universitätsalltag","non"
"tele-TASK - Teleteaching praxistauglich für den Universitätsalltag","Sed"
"tele-TASK - Teleteaching praxistauglich für den Universitätsalltag","vestibulum"
"Polytope Projection and Projection Polytopes","vestibulum"
"Polytope Projection and Projection Polytopes","sapien"
"Polytope Projection and Projection Polytopes","velit"
"Proximal Methods in View of Interior-Point-Strategies","sapien"
"Proximal Methods in View of Interior-Point-Strategies","diam"
"Proximal Methods in View of Interior-Point-Strategies","tincidunt"
"Some Heuristics for Generating Tree-like FBDD Types","vestibulum"
"Propagating Differences: An Efficient New Fixpoint Algorithm for Distributive Constraint Systems","velit"
"Propagating Differences: An Efficient New Fixpoint Algorithm for Distributive Constraint Systems","sapien"
"Global Convergence of Inexact Reduced SQP Methods","vestibulum"
"Global Convergence of Inexact Reduced SQP Methods","vitae"
"Global Convergence of Inexact Reduced SQP Methods","posuere"
"Scheduling of Virtual Connections in Fast Networks","Sed"
"Scheduling of Virtual Connections in Fast Networks","vestibulum"
"Scheduling of Virtual Connections in Fast Networks","velit"
"A LMI-Based Algorithm for Designing Suboptimal Static H","posuere"
"A LMI-Based Algorithm for Designing Suboptimal Static H","posuere"
"Discrete Tomography: Determination of Finite Sets by X-Rays","velit"
"Discrete Tomography: Determination of Finite Sets by X-Rays","diam"
"On Markov-Additive Jump Processes","vitae"
"On Markov-Additive Jump Processes","posuere"
"Determination of Socle Series using the Condensation Method","vitae"
"Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases","tincidunt,"
"Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases","posuere"
"Succinct Solvers","velit"
"Succinct Solvers","vestibulum"
"Interior Proximal Method for Variational Inequalities: Case of Non-paramonotone Operators","vitae"
"An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks","non"
"An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks","velit"
"On Product Connection Theorems for Markov Chains","vestibulum"
"On Product Connection Theorems for Markov Chains","non"
"On Product Connection Theorems for Markov Chains","vitae"
"The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet","Sed"
"The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet","vitae"
"The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet","vitae"
"A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes","non"
"A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes","diam"
"Optimal Control of Thermally Coupled Navier-Stokes Equations in Food Industry","tincidunt,"
"Optimal Control of Thermally Coupled Navier-Stokes Equations in Food Industry","tincidunt,"
"Application Driven Variable Reordering and an Example in Reachability Analysis","vestibulum"
"Application Driven Variable Reordering and an Example in Reachability Analysis","vitae"
"Application Driven Variable Reordering and an Example in Reachability Analysis","vestibulum"
"Convergent Outer Approximation Algorithms for Solving Unary Problems","tincidunt"
"Convergent Outer Approximation Algorithms for Solving Unary Problems","vitae"
"Linear Sifting of Decision Diagrams","velit"
"A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems","non"
"A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems","posuere"
"Approximation Results for the Optimum Cost Chromatic Partition Problem","vitae"
"Approximation Results for the Optimum Cost Chromatic Partition Problem","non"
"Approximation Results for the Optimum Cost Chromatic Partition Problem","tincidunt"
"Convergence Results on Proximal Method of Multipliers in Nonconvex Programming","tincidunt,"
"Convergence Results on Proximal Method of Multipliers in Nonconvex Programming","non"
"On the Complexity of Tensor Formulae","vestibulum"
"An EM Algorithm for Platoon Arrival Processes in Discrete Time","tincidunt"
"An EM Algorithm for Platoon Arrival Processes in Discrete Time","vestibulum"
"An EM Algorithm for Platoon Arrival Processes in Discrete Time","sapien"
"On the Solution of a Two Ball Trust Region Subproblem","tincidunt"
"On the Solution of a Two Ball Trust Region Subproblem","vitae"
"On the Solution of a Two Ball Trust Region Subproblem","vitae"
"On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations","sapien"
"On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations","Sed"
"On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations","diam"
"State Encodings and OBDD-Sizes","non"
"Functional Quantization and Small Ball Probabilities for Gaussian Processes","tincidunt"
"Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time","tincidunt,"
"Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time","vestibulum"
"Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time","vitae"
"On the G/GE/1 Queue","vestibulum"
"On the G/GE/1 Queue","tincidunt"
"Generalized Semi-Infinite Optimization: A First Order Optimality Condition and Examples","posuere"
"Generalized Semi-Infinite Optimization: A First Order Optimality Condition and Examples","vestibulum"
"On a Weak Norm Based Prox-Regularization Method","vitae"
"On a Weak Norm Based Prox-Regularization Method","Sed"
"One Strike Against the Min-Max Degree Triangulation Problem","diam"
"One Strike Against the Min-Max Degree Triangulation Problem","vestibulum"
"One Strike Against the Min-Max Degree Triangulation Problem","vestibulum"
"10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung","Sed"
"10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung","tincidunt"
"10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung","tincidunt"
"Locating Matches of Tree Patterns in Forests","non"
"Locating Matches of Tree Patterns in Forests","sapien"
"Locating Matches of Tree Patterns in Forests","non"
"Convergence of Generalized Supermartingales with Continous Parameter","vestibulum"
"Convergence of Generalized Supermartingales with Continous Parameter","tincidunt"
"Proximal Interior Point Approach for Solving Convex Semi-infinite Programming Problems","tincidunt"
"A Note on Spectral Lower Bound Arguments for Decision Trees","tincidunt,"
"A Note on Spectral Lower Bound Arguments for Decision Trees","vitae"
"A Note on Spectral Lower Bound Arguments for Decision Trees","vitae"
"Optimal Allocation of Jobs between Heterogeneous Servers in the Retrial MAP/PH/K Queue","sapien"
"Optimal Allocation of Jobs between Heterogeneous Servers in the Retrial MAP/PH/K Queue","tincidunt"
"Optimal Allocation of Jobs between Heterogeneous Servers in the Retrial MAP/PH/K Queue","non"
"Scheduling with Incompatible Jobs","vitae"
"Scheduling with Incompatible Jobs","vitae"
"Scheduling with Incompatible Jobs","non"
"The BMAP/G/1 Queue with Level Dependent Arrivals and its Stationary Distribution","posuere"
"Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems","non"
"Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems","vitae"
"Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems","velit"
"A Lagrangian Method for Solving the Optimal Output Feedback Design Problem","tincidunt"
"A Lagrangian Method for Solving the Optimal Output Feedback Design Problem","non"
"Upper and Lower Bounds for Certain Graph-Accessability-Problems on Bounded Alternating (omega)-Branching Programs","tincidunt,"
"Upper and Lower Bounds for Certain Graph-Accessability-Problems on Bounded Alternating (omega)-Branching Programs","vestibulum"
"Upper and Lower Bounds for Certain Graph-Accessability-Problems on Bounded Alternating (omega)-Branching Programs","velit"
"Efficient OBDD-Based Boolean Manipulation in CAD Beyond Current Limits","non"
"Efficient OBDD-Based Boolean Manipulation in CAD Beyond Current Limits","Sed"
"Forward and Inverse Problems in Modeling of Multiphase Flow and Transport Through Heterogeneos Porous Media","non"
"On the Rareness of Disturbed Martingales in the Class of all Uniformly L","vitae"
"On the Rareness of Disturbed Martingales in the Class of all Uniformly L","sapien"
"A Tool for Simulation of Markov Modulated Finite-Source Queueing Systems","sapien"
"Symmetric Functions in AC","vitae"
"On the Algorithmic Complexity of Minkowski's Reconstruction Theorem","non"
"On the Algorithmic Complexity of Minkowski's Reconstruction Theorem","vestibulum"
"On the Algorithmic Complexity of Minkowski's Reconstruction Theorem","tincidunt"
"Integrating Synchronous and Asynchronous Paradigms: The Fork95 Parallel Programming Language","velit"
"Integrating Synchronous and Asynchronous Paradigms: The Fork95 Parallel Programming Language","posuere"
"Algorithmic Considerations for +-OBDD Reordering.","vitae"
"Algorithmic Considerations for +-OBDD Reordering.","tincidunt"
"Algorithmic Considerations for +-OBDD Reordering.","vestibulum"
"Model-Checking for L","tincidunt,"
"Model-Checking for L","vestibulum"
"Model-Checking for L","tincidunt,"
"Auxiliary Problem Principle and Proximal Point Methods","tincidunt,"
"Auxiliary Problem Principle and Proximal Point Methods","sapien"
"Auxiliary Problem Principle and Proximal Point Methods","posuere"
"Largest j-Simplices in n-Polytopes","sapien"
"Largest j-Simplices in n-Polytopes","vitae"
"The Complexity of Detecting Crossingfree Configurations in the Plane","sapien"
"The Infinite Server Queue with Markov Additive Arrivals in Space","Sed"
"The Infinite Server Queue with Markov Additive Arrivals in Space","tincidunt,"
"The Infinite Server Queue with Markov Additive Arrivals in Space","non"
"Weak Error Tolerance Criterion in Generalized Proximal Methods","posuere"
"Weak Error Tolerance Criterion in Generalized Proximal Methods","diam"
"Weak Error Tolerance Criterion in Generalized Proximal Methods","diam"
"Modular Partitioning for Improvement of Image Computation","tincidunt"
"A Rainbow about T-Colorings for Complete Graphs","vitae"
"Convergence Rate of the Augmented Lagrangian SQP Method","posuere"
"Convergence Rate of the Augmented Lagrangian SQP Method","Sed"
"Convergence Rate of the Augmented Lagrangian SQP Method","velit"
"Integrating Scalable Parallel Libraries and Automatically Parallelizing Compilers","tincidunt"
"Generalized Coloring for Tree-like Graphs","Sed"
"Generalized Coloring for Tree-like Graphs","vitae"
"Generalized Coloring for Tree-like Graphs","vitae"
"Reduction of Generalized Semi-Infinite Programming Problems to Semi-Infinite or Piece-Wise Smooth Programming Problems","Sed"
"Proximal Interior Point Approach in Convex Programming","vestibulum"
"Proximal Interior Point Approach in Convex Programming","vestibulum"
"Numerical Parameter Identification in Non-isothermal Multiphase Multicomponent Flow through Porous Media","posuere"
"Numerical Parameter Identification in Non-isothermal Multiphase Multicomponent Flow through Porous Media","tincidunt,"
"Numerical Parameter Identification in Non-isothermal Multiphase Multicomponent Flow through Porous Media","vitae"
"Regularized Penalty Method for Parabolic Optimal Control Problems","vestibulum"
"Regularized Penalty Method for Parabolic Optimal Control Problems","diam"
"On the Acceptance Power of Groups and Semigroups","non"
"On the Acceptance Power of Groups and Semigroups","vestibulum"
"A Unifying Theoretical Background for Some BDD-based Data Structures","vitae"
"A Unifying Theoretical Background for Some BDD-based Data Structures","tincidunt,"
"A Unifying Theoretical Background for Some BDD-based Data Structures","diam"
"Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces","vitae"
"Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces","diam"
"Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces","Sed"
"On Communication Games with More than Two Players","tincidunt,"
"TI-jPACS - eine frei verfügbare leistungsfähige Plattform zur medizinischen Bildverarbeitung und -visualisierung","velit"
"Computational Design of Optimal Output Feedback Controllers","sapien"
"Computational Design of Optimal Output Feedback Controllers","tincidunt"
"One Step Further: Integrating Electronic Submission and the Reviewing Process","tincidunt"
"One Step Further: Integrating Electronic Submission and the Reviewing Process","vestibulum"
"One Step Further: Integrating Electronic Submission and the Reviewing Process","diam"
"Efficient Analysis and Manipulation of OBDDs can be Extended to Read-once-only Branching Programs","diam"
"Performance Analysis of SDN Specific Error Procedures: Comparison of Step-by-Step and End-to-End Schemes","non"
"Performance Analysis of SDN Specific Error Procedures: Comparison of Step-by-Step and End-to-End Schemes","vestibulum"
"Performance Analysis of SDN Specific Error Procedures: Comparison of Step-by-Step and End-to-End Schemes","diam"
"Reduction of Some Optimal Control Problems with Variational Inequalities to Ill-Posed Optimal Control Problems with Linear State Equations","tincidunt"
"Reduction of Some Optimal Control Problems with Variational Inequalities to Ill-Posed Optimal Control Problems with Linear State Equations","posuere"
"On Approximate Solution Methods for Multi-Queue Systems with 1-Limited Deterministic Service","tincidunt"
"On Approximate Solution Methods for Multi-Queue Systems with 1-Limited Deterministic Service","tincidunt"
"Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima","diam"
"Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima","vitae"
"On the Use of Product Structure in Secant Methods for Nonlinear Least Squares Problems","diam"
"On the Use of Product Structure in Secant Methods for Nonlinear Least Squares Problems","sapien"
"On the Use of Product Structure in Secant Methods for Nonlinear Least Squares Problems","sapien"
"Ein Newtonverfahren zur zeitoptimalen Vibrationsdämpfung","non"
"Ein Newtonverfahren zur zeitoptimalen Vibrationsdämpfung","posuere"
"Ein Newtonverfahren zur zeitoptimalen Vibrationsdämpfung","diam"
"Product Form Solutions for Closed Synchronized Systems of Stochastic Sequential Processes","vitae"
"Product Form Solutions for Closed Synchronized Systems of Stochastic Sequential Processes","sapien"
"Optimal Static Output Feedback Design By Using a Trust Region Interior Point Method","tincidunt,"
"Optimal Static Output Feedback Design By Using a Trust Region Interior Point Method","tincidunt"
"The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations","Sed"
"The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations","tincidunt"
"The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations","velit"
"No-Waiting Stations with Special Arrival Processes and Customer Motion","diam"
"No-Waiting Stations with Special Arrival Processes and Customer Motion","diam"
"No-Waiting Stations with Special Arrival Processes and Customer Motion","posuere"
"Ein Faltungskalkül für Matrizenfolgen und verallgemeinerte Poisson-Gruppenprozesse","posuere"
"Ein Faltungskalkül für Matrizenfolgen und verallgemeinerte Poisson-Gruppenprozesse","posuere"
"Ein Faltungskalkül für Matrizenfolgen und verallgemeinerte Poisson-Gruppenprozesse","tincidunt,"
"Proximal Methods: Decomposition and Selection","posuere"
"IDDS: An Interactive Decentallzed Documentation System","sapien"
"IDDS: An Interactive Decentallzed Documentation System","tincidunt"
"The Inhomogeneous BMAP/G/infinity Queue","diam"
"The Inhomogeneous BMAP/G/infinity Queue","velit"
"Function Decomposition and Synthesis Using Linear Sifting","vitae"
"Function Decomposition and Synthesis Using Linear Sifting","posuere"
"Function Decomposition and Synthesis Using Linear Sifting","tincidunt"
"Static Output Feedback Design by Using a Newton-SQP Interior Point Method","tincidunt"
"Static Output Feedback Design by Using a Newton-SQP Interior Point Method","diam"
"Static Output Feedback Design by Using a Newton-SQP Interior Point Method","Sed"
"Language Support for Synchronous Parallel Critical Sections","tincidunt,"
"On a Fast Algorithm for Constrained Nonlinear Least Squares Problems","non"
"On a Fast Algorithm for Constrained Nonlinear Least Squares Problems","sapien"
"The complexity of optimal small policies","non"
"The complexity of optimal small policies","vitae"
"The complexity of optimal small policies","diam"
"Separating Counting Communication Complexity Classes","diam"
"Separating Counting Communication Complexity Classes","non"
"Separating Counting Communication Complexity Classes","tincidunt,"
"OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols","vitae"
"OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols","diam"
"On Helly's Theorem: Algorithms and Extensions","vestibulum"
"On Helly's Theorem: Algorithms and Extensions","diam"
"On Helly's Theorem: Algorithms and Extensions","diam"
"On the Complexity of some Basic Problems in Computational Convexity: II. Volume and mixed volumes","Sed"
"On the Complexity of some Basic Problems in Computational Convexity: II. Volume and mixed volumes","tincidunt,"
"BMAP/G/1-Queues: Properties of the Fundamental-Period-Matrix G","velit"
"BMAP/G/1-Queues: Properties of the Fundamental-Period-Matrix G","vitae"
"Parameter Estimation for BMAPs","diam"
"Parameter Estimation for BMAPs","non"
"Speeding up Variable Reordering of OBDDs.","vestibulum"
"Speeding up Variable Reordering of OBDDs.","Sed"
"Speeding up Variable Reordering of OBDDs.","sapien"
"A Modal µ""-Calculus for Durational Transition Systems","vitae"
"Representation of Feedback Operators for Hyperbolic Partial Differential Equation Control Problems","vitae"
"Representation of Feedback Operators for Hyperbolic Partial Differential Equation Control Problems","non"
"Two Logarithmic Barrier Methods for Convex Semi-Infinite Programming Problems","vestibulum"
"Two Logarithmic Barrier Methods for Convex Semi-Infinite Programming Problems","velit"
"Efficient Manipulation of FBDDs by Means of a Modified OBDD-Package","velit"
"Exact XML Type Checking in Polynomial Time.","Sed"
"Exact XML Type Checking in Polynomial Time.","tincidunt,"
"Exact XML Type Checking in Polynomial Time.","Sed"
"Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons","tincidunt,"
"Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons","velit"
"Regularisierte Strafmethoden für inkorrekt gestellte Kontrollprobleme mit linearen Zustandsgleichungen","diam"
"Regularisierte Strafmethoden für inkorrekt gestellte Kontrollprobleme mit linearen Zustandsgleichungen","posuere"
"An Indefinite Preconditioner for KKT Systems Arising in Optimal Control Problems","velit"
"An Indefinite Preconditioner for KKT Systems Arising in Optimal Control Problems","diam"
"Logarithmic Barrier Methods for Solving the Optimal Output Feedback Problem","vitae"
"Stochastic Models for Communication Networks with Moving Customers","vestibulum"
"Stochastic Models for Communication Networks with Moving Customers","velit"
"Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces","non"
"Utility Function Program with or without Explicit Form of Utility Function","tincidunt,"
"Utility Function Program with or without Explicit Form of Utility Function","tincidunt,"
"Scheduling with Constrained Processor Allocation for Interval Orders","tincidunt"
"Scheduling with Constrained Processor Allocation for Interval Orders","vestibulum"
"Scheduling with Constrained Processor Allocation for Interval Orders","non"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","posuere"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","vestibulum"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","vestibulum"
"An Efficient Method for Aerodynamic Shape Optimization","vestibulum"
"An Efficient Method for Aerodynamic Shape Optimization","posuere"
"An Efficient Method for Aerodynamic Shape Optimization","Sed"
"Zum Gleichgewichtsverhalten von Markov-Prozessen","vitae"
"Scheduling of Conditional Executed Jobs on Unrelated Processors","velit"
"Constraint Decomposition Algorithms in Global Optimization","Sed"
"How Much ExOR Improves on OR?","velit"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","Sed"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","posuere"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","non"
"Zur Berechnung optimaler Steuerungen über Momentenungleichungen","sapien"
"On the Distribution of càdlàg Processes without Explosions","tincidunt"
"On the Distribution of càdlàg Processes without Explosions","tincidunt"
"On Optimization Properties of Functions with a Concave Minorant","Sed"
"On Optimization Properties of Functions with a Concave Minorant","non"
"On Optimization Properties of Functions with a Concave Minorant","tincidunt"
"Phasentyp-Verteilungen und Matrix-analytische Methoden","sapien"
"Phasentyp-Verteilungen und Matrix-analytische Methoden","sapien"
"Phasentyp-Verteilungen und Matrix-analytische Methoden","velit"
"The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use","non"
"The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use","tincidunt"
"The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use","posuere"
"MMB '99, Messung, Modellierung und Bewertung von Rechen- und Kommunikationssystemen, 10. GI/NTG-Fachtagung, 22.-24. September 1999, Trier, Kurzbeiträge und Toolbeschreibungen","non"
"MMB '99, Messung, Modellierung und Bewertung von Rechen- und Kommunikationssystemen, 10. GI/NTG-Fachtagung, 22.-24. September 1999, Trier, Kurzbeiträge und Toolbeschreibungen","tincidunt,"
"An Even Faster Solver for General Systems of Equations","tincidunt"
"An Even Faster Solver for General Systems of Equations","vestibulum"
"Inductive Counting below LOGSPACE","Sed"
"Inductive Counting below LOGSPACE","Sed"
"Inductive Counting below LOGSPACE","tincidunt,"
"Quantization for Probability Measures with Respect to the Geometric Mean Error","sapien"
"Quantization for Probability Measures with Respect to the Geometric Mean Error","tincidunt"
"Quantization for Probability Measures with Respect to the Geometric Mean Error","diam"
"Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs","vestibulum"
"Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs","diam"
"Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs","vestibulum"
"On MAPA/G/K/K Stations","vestibulum"
"On MAPA/G/K/K Stations","non"
"An EM Algorithm for Batch Markovian Arrival Processes and its Comparison to a Simpler Estimation Procedure","Sed"
"An EM Algorithm for Batch Markovian Arrival Processes and its Comparison to a Simpler Estimation Procedure","non"
"An EM Algorithm for Batch Markovian Arrival Processes and its Comparison to a Simpler Estimation Procedure","tincidunt"
"Stable Methods for Variational Inequalities with Set Valued Monotone Operators","sapien"
"Stable Methods for Variational Inequalities with Set Valued Monotone Operators","vestibulum"
"Stable Methods for Variational Inequalities with Set Valued Monotone Operators","Sed"
"Monotonous Oracle Machines","tincidunt,"
"Monotonous Oracle Machines","vestibulum"
"On Multiparity Games for Pointer Jumping","posuere"
"On Multiparity Games for Pointer Jumping","velit"
"Interprocedural Invariants","Sed"
"Interprocedural Invariants","velit"
"The Möbius Function, Variations Ranks, and Theta(n)-Bounds on the Modular Communication Complexity of the Undirected Graph Connectivity Problem","vitae"
"On the Complexity of One Branching Graphs","vestibulum"
"On the Complexity of One Branching Graphs","velit"
"On the Complexity of One Branching Graphs","tincidunt"
"A Note on Möbius Functions and the Communication Complexity of the Graph-Accessability-Problem","vestibulum"
"A Note on Möbius Functions and the Communication Complexity of the Graph-Accessability-Problem","Sed"
"A Note on Möbius Functions and the Communication Complexity of the Graph-Accessability-Problem","sapien"
"Lock-Keeper Technology - A New Network Security Solution","tincidunt,"
"Lock-Keeper Technology - A New Network Security Solution","tincidunt,"
"Cascade: A Simple and Efficient Algorithm for Priority Queues","tincidunt,"
"Cascade: A Simple and Efficient Algorithm for Priority Queues","posuere"
"Cascade: A Simple and Efficient Algorithm for Priority Queues","tincidunt,"
"Efficient Boolean Manipulation with OBDD's can be Extended to FBDD's","sapien"
"Case Study: Manipulating xor-OBDDs by Means of Signatures","vestibulum"
"Case Study: Manipulating xor-OBDDs by Means of Signatures","velit"
"Case Study: Manipulating xor-OBDDs by Means of Signatures","sapien"
"Exact Analysis of Closed Synchronized Systems of Stochastic Sequential Processes","tincidunt"
"Exact Analysis of Closed Synchronized Systems of Stochastic Sequential Processes","tincidunt"
"Operator-Geometric Solutions for the M/G/k Queue and its Variants","sapien"
"Operator-Geometric Solutions for the M/G/k Queue and its Variants","sapien"
"Operator-Geometric Solutions for the M/G/k Queue and its Variants","tincidunt,"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","vitae"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","diam"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","posuere"
"Complexity of Finite-Horizon Markov Decision process Problems.","vitae"
"Complexity of Finite-Horizon Markov Decision process Problems.","tincidunt"
"The Graph of Integer Multiplication is Hard for Read-k-Times Networks","diam"
"Two short notes","tincidunt"
"On Smoothing of Generalized max-Functions via epsilon-Regularization","vestibulum"
"On Smoothing of Generalized max-Functions via epsilon-Regularization","non"
"An Adequate Reducibility Concept for Problems Defined in Terms of Ordered Binary Decision Diagrams","tincidunt,"
"On Continuous Deformations of Semi-Infinite Optimization Problems","velit"
"On Continuous Deformations of Semi-Infinite Optimization Problems","tincidunt,"
"Accelerating OBDD-Minimization by Means of Structural and Semantical Properties","tincidunt,"
"Accelerating OBDD-Minimization by Means of Structural and Semantical Properties","non"
"Accelerating OBDD-Minimization by Means of Structural and Semantical Properties","tincidunt,"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","tincidunt,"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","tincidunt,"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","tincidunt,"
"On the Expressiveness of Tree Set Operators","tincidunt,"
"On the Expressiveness of Tree Set Operators","non"
"On the Joint Distribution Functions of Order Statistics with Reference to Step-up Multiple Test Procedures","velit"
